MNXM1015	3-ureidoisobutyrate	cpd03034_c0	C5H9N2O3	145.1366	-1	chebi:1670;chebi:74414;3dmet:B00750;beilstein:1768736;bigg:3uib;bigg:45118;biopath:3-Ureidoisobutyrate;cas:2905-86-4;chemspider:141172;chemspider:19988990;foodb:FDB022808;hmdb:HMDB02031;kegg:C05100;metacyc:3-UREIDO-ISOBUTYRATE;nikkaji:J1.921.650K;nugowiki:1614;pubchem:160663;pubchem:21123869;pubchem:7529;pubmed:11675655;reactome:73617;reactome:R-ALL-73617;reactome_database_id_release_53:73617;reaxys:1768736;reaxys:4393966;seed:cpd03034
MNXM102	a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol 3-phosphate)	cpd12572_c0	C11H15O16P2R2		-3	chebi:11281;chebi:11287;chebi:17283;chebi:19084;chebi:58088;chebi:674;chebi:8133;bigg:44024;chemspider:5256742;foodb:FDB023237;hmdb:HMDB03850;kegg:C04549;metacyc:CPD-177;metlin:6985;nugowiki:3431;pubchem:6857403;pubchem:7155;reactome:1806159;reactome:1806198;reactome:1806200;reactome:1806276;reactome:5676030;reactome:R-ALL-1806159;reactome:R-ALL-1806198;reactome:R-ALL-1806200;reactome:R-ALL-1806276;reactome:R-ALL-5676030;reactome_database_id_release_53:1806159;reactome_database_id_release_53:1806198;reactome_database_id_release_53:1806200;reactome_database_id_release_53:1806276;reactome_database_id_release_53:5676030;seed:cpd12572
MNXM1020	dethiobiotin	cpd01311_c0	C10H17N2O3	213.2536	-1	chebi:14132;chebi:16691;chebi:23649;chebi:36990;chebi:36998;chebi:37000;chebi:42279;chebi:42280;chebi:4457;chebi:57861;3dmet:B04822;beilstein:177518;beilstein:84958;beilstein:958698;beilstein:958699;bigg:38667;bigg:dtbt;brenda:BG65888;cas:533-48-2;chemspider:392787;foodb:FDB023201;het:DTB;hmdb:HMDB03581;kegg:C01909;knapsack:C00000757;metacyc:DETHIOBIOTIN;metlin:3351;nikkaji:J9.406D;nugowiki:3162;pdbechem:DTB;pubchem:25244917;pubchem:445027;pubchem:5017;pubmed:12730407;pubmed:21621502;pubmed:22326745;pubmed:24375025;pubmed:4864407;reaxys:84958;seed:cpd01311;upa:UPC01909
MNXM10202	4-hydroxymethylcatechol	cpd09813_c0	C7H8O3	140.1366	0	chebi:20412;chebi:34425;cas:3897-89-0;kegg:C14110;nikkaji:J79.872J;pubchem:854346;seed:cpd09813;um-bbd:c0712;umbbd:c0712
MNXM10217	4-methyl-3-hydroxy-hexanoyl-ACP	cpd11497_c0	C18H33N2O9PRS		-1	seed:cpd11497
MNXM10218	4-methyl-3-hydroxy-pentanoyl-ACP	cpd11547_c0	C17H31N2O9PRS		-1	seed:cpd11547
MNXM10219	4-methyl-3-oxo-hexanoyl-ACP	cpd11496_c0	C18H31N2O9PRS		-1	seed:cpd11496
MNXM10220	4-methyl-3-oxo-pentanoyl-ACP	cpd11546_c0	C17H29N2O9PRS		-1	seed:cpd11546
MNXM1024	(R)-lipoamide	cpd00213_c0	C8H15NOS2	205.3408	0	chebi:14518;chebi:17460;chebi:25055;chebi:6491;chebi:83094;beilstein:122470;bigg:34384;bigg:lpam;brenda:BG26072;brenda:BG37076;cas:940-69-2;chemspider:5360246;chemspider:840;drugbank:DB00166;foodb:FDB022340;gmelin:1126642;hmdb:HMDB00962;hmdb:HMDB06877;hmdb:HMDB06950;kegg:C00248;kegg:D00048;ligandbox:D00048;lipidmaps:LMFA08010006;metacyc:LIPOAMIDE;metlin:3372;nikkaji:J25.390A;nugowiki:866;pubchem:3547;pubchem:6992093;pubchem:7847116;pubchem:85291984;pubchem:863;pubmed:10224250;pubmed:21108628;pubmed:21521794;reaxys:122470;reaxys:8141828;seed:cpd00213;upa:UPC00248;wikipedia:Lipoamide
MNXM1025	liquiritigenin	cpd06654_c0	C15H12O4	256.2534	0	chebi:25065;chebi:28777;chebi:42001;chebi:536636;chebi:6501;3dmet:B03260;beilstein:3593780;cas:578-86-9;chemspider:102790;chemspider:1818;drugbank:DB03601;foodb:FDB000655;hmdb:HMDB29519;kegg:C09762;knapsack:C00000977;lipidmaps:LMPK12140061;metabolights:MTBLC28777;metacyc:CPD-3061;nikkaji:J22.604A;nugowiki:28177;pdb-ccd:DFV;pdbechem:DFV;pubchem:114829;pubchem:11950;pubchem:1889;pubchem:74381361;pubmed:17950610;pubmed:18177995;pubmed:21866899;reaxys:3593780;seed:cpd06654;wikipedia:Liquiritigenin
MNXM103	cholesterol	cpd00160_c0	C27H46O	386.6535	0	chebi:1307929;chebi:13982;chebi:16113;chebi:23204;chebi:3659;chebi:41564;3dmet:B01181;beilstein:2060565;bigg:34183;bigg:chsterol;biopath:Cholesterol;cas:57-88-5;chemspider:5775;chemspider:9200676;drugbank:DB04540;foodb:FDB013269;gmelin:550297;het:1LRI;hmdb:HMDB00067;hmdb:HMDB00507;kegg:C00187;kegg:D00040;knapsack:C00003648;ligandbox:D00040;lipidbank:SST0005;lipidbank:SST0061;lipidbank:SST9061;lipidmaps:LMST01010001;lipidmaps:LMST01010081;metabolights:MTBLC16113;metacyc:CHOLESTEROL;metlin:163;nikkaji:J2.804E;nugowiki:49;pdb-ccd:CLR;pdbechem:CLR;pubchem:11025495;pubchem:3487;pubchem:4266362;pubchem:5997;pubchem:7847108;pubchem:7850696;pubmed:10901445;pubmed:11412894;pubmed:16341241;pubmed:24287311;pubmed:25308664;pubmed:25451949;pubmed:25522988;pubmed:25658343;pubmed:25977713;pubmed:4696527;pubmed:8838010;reactome:163586;reactome:171095;reactome:171149;reactome:174672;reactome:176478;reactome:193156;reactome:193384;reactome:193840;reactome:216762;reactome:R-ALL-163586;reactome:R-ALL-171095;reactome:R-ALL-171149;reactome:R-ALL-174672;reactome:R-ALL-176478;reactome:R-ALL-193156;reactome:R-ALL-193384;reactome:R-ALL-193840;reactome:R-ALL-216762;reactome_database_id_release_53:163586;reactome_database_id_release_53:171095;reactome_database_id_release_53:171149;reactome_database_id_release_53:174672;reactome_database_id_release_53:176478;reactome_database_id_release_53:193156;reactome_database_id_release_53:193384;reactome_database_id_release_53:193840;reactome_database_id_release_53:216762;reaxys:2060565;seed:cpd00160;upa:UPC00187;wikipedia:Cholesterol
MNXM10326	5-methyl-3-hydroxy-hexanoyl-ACP	cpd11522_c0	C18H33N2O9PRS		-1	seed:cpd11522
MNXM10327	5-methyl-3-oxo-hexanoyl-ACP	cpd11521_c0	C18H31N2O9PRS		-1	seed:cpd11521
MNXM1034	3-hydroxy-2-methylpropanoyl-CoA	cpd02503_c0	C25H38N7O18P3S	849.5916	-4	chebi:11806;chebi:1517;chebi:15481;chebi:20036;chebi:57340;chebi:62611;kegg:C04047;lipidmaps:LMFA07050206;metacyc:3-HYDROXY-ISOBUTYRYL-COA;metacyc:CPD-12174;nikkaji:J2.745.932C;pubchem:46173510;pubchem:6748;reactome:71847;reactome:R-ALL-71847;reactome_database_id_release_53:71847;seed:cpd02503
MNXM10367	6-methyl-3-hydroxy-heptanoyl-ACP	cpd11551_c0	C19H35N2O9PRS		-1	seed:cpd11551
MNXM10368	6-methyl-3-hydroxy-octanoyl-ACP	cpd11501_c0	C20H37N2O9PRS		-1	seed:cpd11501
MNXM10369	6-methyl-3-oxo-heptanoyl-ACP	cpd11550_c0	C19H33N2O9PRS		-1	seed:cpd11550
MNXM10370	6-methyl-3-oxo-octanoyl-ACP	cpd11500_c0	C20H35N2O9PRS		-1	seed:cpd11500
MNXM10422	7-methyl-3-hydroxy-octanoyl-ACP	cpd11526_c0	C20H37N2O9PRS		-1	seed:cpd11526
MNXM10423	7-methyl-3-oxo-octanoyl-ACP	cpd11525_c0	C20H35N2O9PRS		-1	seed:cpd11525
MNXM1043	decanoate	cpd01107_c0	C10H19O2	171.2567	-1	chebi:125804;chebi:23570;chebi:23572;chebi:27689;chebi:30813;chebi:41906;chebi:4347;3dmet:B01466;beilstein:1754556;beilstein:3538146;bigg:37897;bigg:dca;brenda:BG1795;cas:334-48-5;cas:3398-75-2;casid:334-48-5;chemspider:2863;chemspider:3866366;drugbank:DB03600;ecmdb:ECMDB21204;foodb:FDB012027;gmelin:330643;gmelin:69184;het:DKA;hmdb:HMDB00511;kegg:C01571;knapsack:C00001213;lipidbank:DFA0010;lipidmaps:LMFA01010010;metabolights:MTBLC27689;metacyc:3-OXODODECANOATE;metacyc:CPD-3617;metlin:336;nikkaji:J2.575E;nugowiki:430;pdb-ccd:DKA;pdbechem:DKA;pubchem:2969;pubchem:4678093;pubchem:4728;pubchem:7849664;pubmed:19168249;pubmed:20661498;pubmed:24284257;pubmed:24357269;reaxys:3538146;seed:cpd01107;ymdb:YMDB00677
MNXM10446	8-methyl-3-hydroxy-decanoyl-ACP	cpd11505_c0	C22H41N2O9PRS		-1	seed:cpd11505
MNXM10447	8-methyl-3-hydroxy-nonanoyl-ACP	cpd11555_c0	C21H39N2O9PRS		-1	seed:cpd11555
MNXM10448	8-methyl-3-oxo-decanoyl-ACP	cpd11504_c0	C22H39N2O9PRS		-1	seed:cpd11504
MNXM10449	8-methyl-3-oxo-nonanoyl-ACP	cpd11554_c0	C21H37N2O9PRS		-1	seed:cpd11554
MNXM1045	D-mannonate	cpd00403_c0	C6H11O7	195.1473	-1	chebi:12998;chebi:17767;chebi:21052;chebi:21053;chebi:33076;chebi:4206;chebi:49545;chebi:58654;3dmet:B04694;bigg:35217;bigg:mana;brenda:BG22386;cas:642-99-9;chemspider:4573735;kegg:C00514;metacyc:D-MANNONATE;nikkaji:J13.218G;pdb-ccd:CS2;pdbechem:CS2;pubchem:3797;pubchem:5460054;reaxys:1726053;seed:cpd00403
MNXM10474	9-methyl-3-hydroxy-decanoyl-ACP	cpd11530_c0	C22H41N2O9PRS		-1	seed:cpd11530
MNXM10475	9-methyl-3-oxo-decanoyl-ACP	cpd11529_c0	C22H39N2O9PRS		-1	seed:cpd11529
MNXM105	beta-D-glucose	cpd00190_c0	C6H12O6	180.1559	0	chebi:10397;chebi:12373;chebi:15903;chebi:22795;chebi:41140;3dmet:B01193;beilstein:1281607;bigg:33582;bigg:glc_bD;biopath:beta-D-Glucopyranose;cas:492-61-5;cas:50-99-7;chemspider:18802415;chemspider:58238;drugbank:DB02379;foodb:FDB011824;gmelin:648637;het:BGC;hmdb:HMDB00516;hmdb:HMDB03340;kegg:C00221;metabolights:MTBLC15903;metacyc:GLC;metlin:3755;nikkaji:J44.213E;nugowiki:435;pdb-ccd:BGC;pdbechem:BGC;pubchem:3521;pubchem:64689;pubmed:19443021;pubmed:25568069;reaxys:1281607;seed:cpd00190;upa:UPC00221
MNXM1051	S-(hydroxymethyl)glutathione	cpd09879_c0	C11H18N3O7S	336.3415	-1	chebi:22052;chebi:34963;chebi:40619;chebi:48926;chebi:58758;bigg:2325420;cas:32260-87-0;chemspider:394301;foodb:FDB023393;het:AHE;hmdb:HMDB04662;kegg:C14180;metabolights:MTBLC58758;metacyc:S-HYDROXYMETHYLGLUTATHIONE;metlin:7068;nikkaji:J634.596D;nugowiki:4243;pdb-ccd:AHE;pdbechem:AHE;pubchem:25244017;pubchem:447123;pubchem:7846992;seed:cpd09879;umbbd:c1012;upa:UPC14180
MNXM105630	sulfite	cpd00081_c0	O3S	80.0632	-2	chebi:13367;chebi:15139;chebi:17137;chebi:17359;chebi:26837;chebi:45548;chebi:48854;chebi:5598;chebi:9344;3dmet:B00024;bigg:33833;bigg:hso3;bigg:so3;biopath:Hydrogen_sulfite;biopath:Sulfite;brenda:BG28704;brenda:BG91992;brenda:BG93037;cas:14265-45-3;cas:15181-46-1;cas:7782-99-2;casid:7782-99-2;chemspider:10605811;chemspider:1068;chemspider:1069;chemspider:94559;foodb:FDB013391;foodb:FDB021915;foodb:FDB022382;gmelin:1449;gmelin:1455;gmelin:1458;het:SO3;hmdb:HMDB00240;hmdb:HMDB01033;hmdb:HMDB03008;hmdb:HMDB34829;kegg:C00094;kegg:C11481;kegg:C20393;kegg:D02059;kegg:D09002;knapsack:C00019662;metabolights:MTBLC17137;metacyc:H2SO3;metacyc:HSO3;metacyc:SO3;metlin:3223;metlin:3224;nikkaji:J283.049C;nikkaji:J54.364K;nugowiki:175;nugowiki:33487;nugowiki:928;pdb-ccd:SO3;pdbechem:SO3;pubchem:104748;pubchem:1099;pubchem:1100;pubchem:13651;pubchem:3394;reactome:1614538;seed:cpd00081;um-bbd:c0348;umbbd:c0348;upa:UPC00094
MNXM1058	(3R)-hydroxybutanoyl-CoA	cpd02234_c0	C25H38N7O18P3S	849.5916	-4	chebi:10879;chebi:10984;chebi:15452;chebi:18667;chebi:323;chebi:57315;3dmet:B04902;bigg:36912;bigg:3hbcoa__R;cas:2871-66-1;cas:46495-39-0;chemspider:389056;foodb:FDB022460;hmdb:HMDB01166;hmdb:HMDB02383;kegg:C03561;lipidmaps:LMFA07050148;lipidmaps:LMFA07050213;metacyc:2-METHYL-3-HYDROXY-BUTYRYL-COA;metacyc:CPD-650;metlin:456;nikkaji:J2.742.980G;nugowiki:1045;pubchem:440045;pubchem:45266552;pubchem:6354;seed:cpd02234;seed:cpd16898;um-bbd-cpd:c0030
MNXM10616	Alcophosphamide	cpd16365_c0	C7H17Cl2N2O3P	279.1012	0	chebi:80559;cas:52336-54-6;hmdb:HMDB60432;kegg:C16551;nikkaji:J562.727C;nugowiki:59532;pubchem:51090880;seed:cpd16365
MNXM1062	N-acetyl-L-glutamate 5-semialdehyde	cpd00918_c0	C7H10NO4	172.1586	-1	chebi:11493;chebi:12461;chebi:12577;chebi:16319;chebi:21551;chebi:29123;chebi:7152;3dmet:B00264;bigg:37191;bigg:acg5sa;biopath:N-Acetyl-L-glutamate_5-semialdehyde;brenda:BG24033;cas:13074-21-0;chemspider:167387;chemspider:5256773;foodb:FDB023938;hmdb:HMDB06488;kegg:C01250;metabolights:MTBLC29123;metacyc:CPD-469;nikkaji:J37.498I;nugowiki:5613;pubchem:192878;pubchem:4470;pubchem:6857435;seed:cpd00918;upa:UPC01250
MNXM1064	3-methylcatechol	cpd01871_c0	C7H8O2	124.1372	0	chebi:11857;chebi:18404;chebi:20127;chebi:43829;chebi:887;3dmet:B00515;bigg:3mcat;cas:488-17-5;chemspider:333;drugbank:DB03454;kegg:C02923;metabolights:MTBLC18404;metacyc:CPD-111;nikkaji:J46.544E;pdb-ccd:MBD;pdbechem:MBD;pubchem:340;pubchem:5846;pubmed:20582618;pubmed:22854893;pubmed:23250222;reaxys:774602;seed:cpd01871;um-bbd:c0125;umbbd:c0125;upa:UPC02923;wikipedia:3-Methylcatechol
MNXM1067	all-trans-hexaprenyl diphosphate	cpd00906_c0	C30H49O7P2	583.6534	-3	chebi:10192;chebi:12779;chebi:17528;chebi:22343;chebi:53047;chebi:58179;3dmet:B01417;bigg:hexdp;chemspider:4444089;foodb:FDB028840;hmdb:HMDB12188;kegg:C01230;lipidmaps:LMPR03030005;metacyc:ALL-TRANS-HEXAPRENYL-DIPHOSPHATE;nugowiki:10913;pubchem:25246217;pubchem:4452;pubchem:5280413;pubchem:85297391;seed:cpd00906
MNXM10679	alpha-Methyl-D-glucoside	cpd15584_c0	C7H14O6	194.1825		seed:cpd15584
MNXM107	nitrous acid	cpd00075_b;cpd00075_c0;cpd00075_e0	HNO2	47.0134	0	chebi:14658;chebi:16301;chebi:25567;chebi:44396;chebi:7585;3dmet:B00022;bigg:33805;bigg:no2;brenda:BG92000;cas:14797-65-0;cas:7697-37-2;cas:7782-77-6;casid:7697-37-2;chemspider:921;foodb:FDB023064;gmelin:977;gmelin:983;het:NO2;hmdb:HMDB02786;kegg:C00088;metabolights:MTBLC16301;metacyc:NITRITE;metlin:3201;nikkaji:J4.496B;nugowiki:2369;pdb-ccd:NO2;pdbechem:NO2;pubchem:3388;pubchem:946;reactome:1222379;reactome:R-ALL-1222379;reactome_database_id_release_53:1222379;seed:cpd00075;umbbd:c1578;upa:UPC00088;wikipedia:Nitrite
MNXM107505	p-hydroxybenzyl alcohol	cpd15378_c0	C7H8O2	124.1372	0	chebi:437856;chebi:67410;bigg:1438178;bigg:4hba;brenda:BG25262;cas:623-05-2;chemspider:122;foodb:FDB012553;hmdb:HMDB11724;kegg:C17467;knapsack:C00029533;metabolights:MTBLC67410;metacyc:4-HYDROXY-BENZYL-ALCOHOL;nci:227926;nikkaji:J6.843H;nugowiki:10449;pubchem:125;pubchem:96023815;pubmed:21500777;reaxys:1858967;seed:cpd15378;seed:cpd17595
MNXM10780	docosanoyl-CoA	cpd16343_c0	C43H74N7O17P3S	1086.0706	-4	chebi:65059;chebi:65088;cas:24330-89-0;foodb:FDB029210;hmdb:HMDB12930;kegg:C16528;lipidmaps:LMFA07050052;lipidmaps:LMFA07050289;metacyc:CPD-10279;nikkaji:J2.803.625F;nugowiki:11654;pubchem:123060479;pubchem:25201268;pubchem:51090857;pubchem:53481548;pubmed:2051161;pubmed:3958710;pubmed:9546340;reaxys:21148613;seed:cpd16343
MNXM108	hexadecanoate	cpd00214_b;cpd00214_c0;cpd00214_e0	C16H31O2	255.4161	-1	chebi:14730;chebi:15756;chebi:231736;chebi:233028;chebi:24540;chebi:24541;chebi:29889;chebi:44952;chebi:7896;3dmet:B00071;beilstein:3589907;beilstein:607489;bigg:34386;bigg:hdca;biopath:Palmitate;brenda:BG36211;cas:143-20-4;cas:57-10-3;casid:57-10-3;chemspider:440215;chemspider:960;drugbank:DB03796;foodb:FDB011679;gmelin:190200;gmelin:344266;het:PLM;hmdb:HMDB00220;hmdb:HMDB60083;kegg:C00249;kegg:D05341;knapsack:C00001233;knapsack:C00030479;ligandbox:D05341;lipidbank:DFA0016;lipidmaps:LMFA01010001;metabolights:MTBLC7896;metacyc:CPD-8475;metacyc:PALMITATE;metlin:187;nikkaji:J1.378A;nugowiki:157;nugowiki:59182;pdb-ccd:PLM;pdbechem:PLM;pubchem:3548;pubchem:4265933;pubchem:47207027;pubchem:504166;pubchem:985;pubmed:12492626;pubmed:15357969;pubmed:1589452;pubmed:16509590;pubmed:16884313;pubmed:17439666;pubmed:17502136;pubmed:22735334;reactome:3632881;reactome:390435;reactome:426576;reactome:76168;reactome:R-ALL-3632881;reactome:R-ALL-390435;reactome:R-ALL-426576;reactome:R-ALL-76168;reactome_database_id_release_53:3632881;reactome_database_id_release_53:390435;reactome_database_id_release_53:426576;reactome_database_id_release_53:76168;reaxys:3589907;reaxys:607489;seed:cpd00214;umbbd:c1217;wikipedia:Palmitic_acid
MNXM1080	galactarate	cpd00652_c0	C6H8O8	208.1229	-2	chebi:12929;chebi:14285;chebi:16537;chebi:17444;chebi:20944;chebi:24135;chebi:24137;chebi:30852;chebi:35390;chebi:4130;chebi:5250;3dmet:B04741;beilstein:1728117;beilstein:3909240;bigg:36273;bigg:galct__D;cas:526-99-8;casid:526-99-8;chemspider:2301286;chemspider:4573600;foodb:FDB001205;gmelin:1065131;gmelin:165629;het:GAE;hmdb:HMDB00639;hmdb:HMDB03435;kegg:C00879;kegg:C01807;lipidmaps:LMFA01170107;metacyc:D-GALACTARATE;metlin:5612;nikkaji:J6.665F;nugowiki:558;patent:WO2010072902;pdb-ccd:GAE;pubchem:3037582;pubchem:4135;pubchem:5459845;pubchem:85291436;pubmed:11675026;pubmed:12459157;pubmed:1288842;pubmed:16667263;pubmed:23052862;reaxys:1728117;reaxys:3909240;seed:cpd00652;upa:UPC00879;wikipedia:Galactaric_acid
MNXM10816	beta-Methylglucoside	cpd15585_c0	C7H14O6	194.1825		seed:cpd15585
MNXM1088	oxalurate	cpd00596_c0	C3H3N2O4	131.0669	-1	chebi:14706;chebi:16582;chebi:25736;chebi:25737;chebi:57824;chebi:7816;3dmet:B01334;beilstein:3905016;bigg:36042;bigg:oxur;brenda:BG17676;cas:585-05-7;chemspider:14778428;ecmdb:ECMDB20181;gmelin:1851761;kegg:C00802;knapsack:C00007463;metacyc:CPD-389;nikkaji:J2.677H;pubchem:20151193;pubchem:4060;pubmed:22583701;pubmed:23284870;reaxys:1769145;seed:cpd00596;upa:UPC00802
MNXM11	diphosphate	cpd00012_b;cpd00012_c0;cpd00012_e0	HO7P2	174.9513	-3	chebi:13420;chebi:14177;chebi:18361;chebi:29262;chebi:29888;chebi:32598;chebi:33017;chebi:33018;chebi:33019;chebi:35781;chebi:35782;chebi:42009;chebi:45067;chebi:45208;chebi:45212;chebi:60614;chebi:71240;chebi:8683;3dmet:B00003;beilstein:185088;bigg:33511;bigg:ppi;biopath:Pyrophosphate;biopath:Pyrophosphate_(protonated);brenda:BG28761;cas:14000-31-8;cas:2466-09-3;casid:2466-09-3;chemspider:559142;chemspider:996;drugbank:DB02212;drugbank:DB04160;ecmdb:ECMDB04142;foodb:FDB021918;gmelin:185085;gmelin:185086;gmelin:26938;gmelin:82619;het:DPO;hmdb:HMDB00250;kegg:C00013;knapsack:C00019561;metabolights:MTBLC33019;metacyc:PPI;metacyc:PYROPHOSPHATE-GROUP;metlin:3306;nikkaji:J43.595C;nugowiki:183;pdb-ccd:DPO;pdbechem:DPO;pdbechem:POP;pdbechem:PPV;pubchem:1023;pubchem:3315;pubchem:644102;pubmed:6291941;reactome:111294;reactome:113541;reactome:113542;reactome:159450;reactome:2046049;reactome:389593;reactome:R-ALL-111294;reactome:R-ALL-113541;reactome:R-ALL-113542;reactome:R-ALL-159450;reactome:R-ALL-2046049;reactome:R-ALL-389593;reactome_database_id_release_53:111294;reactome_database_id_release_53:113541;reactome_database_id_release_53:113542;reactome_database_id_release_53:159450;reactome_database_id_release_53:2046049;reactome_database_id_release_53:389593;reaxys:3942075;seed:cpd00012;upa:UPC00013
MNXM1105	adenosylcobinamide-GDP	cpd03920_c0	C68H95N21O21P2Co	1663.4907	-1	chebi:2479;chebi:60487;bigg:48463;bigg:agdpcbi;biopath:Adenosine-GDP-cobinamide;foodb:FDB028838;hmdb:HMDB12185;kegg:C06510;metacyc:ADENOSYLCOBINAMIDE-GDP;nugowiki:10910;pubchem:51351658;pubchem:8741;pubmed:10518530;pubmed:14645280;pubmed:17209023;seed:cpd03920;upa:UPC06510
