R11E1BC33	1 MNXM42@MNXC3 + 1 MNXM503@MNXC3 <==> 1 MNXM46@MNXC3 + 1 MNXM696@MNXC3	rxn01270_c0	MNXR8691	2.6.1.57;2.6.1.78	kegg:Biosynthesis of amino acids;kegg:Biosynthesis of secondary metabolites;kegg:Metabolic pathways;kegg:Phenylalanine, tyrosine and tryptophan biosynthesis;upa:L-phenylalanine biosynthesis;upa:L-tyrosine biosynthesis	rhea:20445;rhea:20446;rhea:20447;rhea:20448;kegg:R01731;metacyc:PREPHENATE-ASP-TRANSAMINE-RXN;seed:rxn01270;upa:UCR01731;upa:UER00342
R12515662	1 MNXM20@MNXC3 + 1 MNXM89689@MNXC3 <==> 1 MNXM245@MNXC3 + 1 MNXM89557@MNXC3	rxn00467_c0	MNXR32050	2.6.1.13	kegg:Arginine and proline metabolism;kegg:Biosynthesis of antibiotics;kegg:Biosynthesis of secondary metabolites;kegg:Metabolic pathways;metacyc:L-Ndelta-acetylornithine biosynthesis;metacyc:L-arginine degradation I (arginase pathway);metacyc:L-arginine degradation VI (arginase 2 pathway);metacyc:L-citrulline biosynthesis;metacyc:L-ornithine de novo  biosynthesis;metacyc:L-ornithine degradation II (Stickland reaction);metacyc:L-proline biosynthesis II (from arginine);metacyc:L-proline biosynthesis III;upa:L-proline biosynthesis	rhea:25160;rhea:25161;rhea:25162;rhea:25163;bigg:ORNTA;bigg:ORNTArm;kegg:R00667;metacyc:ORNITHINE-GLU-AMINOTRANSFORASE-RXN;reactome:R-ATH-70654;reactome:R-ATH-70666;reactome:R-BTA-70654;reactome:R-BTA-70666;reactome:R-CEL-70654;reactome:R-CEL-70666;reactome:R-CFA-70654;reactome:R-CFA-70666;reactome:R-DDI-70654;reactome:R-DDI-70666;reactome:R-DME-70654;reactome:R-DME-70666;reactome:R-DRE-70654;reactome:R-DRE-70666;reactome:R-GGA-70654;reactome:R-GGA-70666;reactome:R-HSA-70654;reactome:R-HSA-70666;reactome:R-MMU-70654;reactome:R-MMU-70666;reactome:R-OSA-70654;reactome:R-OSA-70666;reactome:R-PFA-70654;reactome:R-PFA-70666;reactome:R-RNO-70654;reactome:R-RNO-70666;reactome:R-SCE-70654;reactome:R-SCE-70666;reactome:R-SPO-70654;reactome:R-SPO-70666;reactome:R-SSC-70654;reactome:R-SSC-70666;reactome:R-TGU-70654;reactome:R-TGU-70666;reactome:R-XTR-70654;reactome:R-XTR-70666;seed:rxn00467;upa:UCR00667;upa:UER00358
R125C5AEC	1 MNXM2635@MNXC3 + 1 MNXM2@MNXC3 <==> 1 MNXM46033@MNXC3 + 1 MNXM7043@MNXC3	rxn03487_c0	MNXR93844	3.2.1.74		seed:rxn03487
R126D82A7	1 MNXM1@MNXC3 + 1 MNXM2246@MNXC3 + 1 MNXM7@MNXC3 + 1 MNXM9@MNXC3 <-- 1 MNXM2246@MNXC2 + 1 MNXM2@MNXC3 + 1 MNXM3@MNXC3	rxn05613_c0	MNXR3496			bigg:METSOX1abcpp;metacyc:TRANS-RXN0-511;seed:rxn05613;seed:rxn08914
R1287610F	1 MNXM1@MNXC3 + 1 MNXM6@MNXC3 + 1 MNXM8176@MNXC3 --> 1 MNXM5@MNXC3 + 1 MNXM8175@MNXC3	rxn05387_c0	MNXR27661	1.3.1.0		seed:rxn05387
R12A8576F	1 MNXM1552@MNXC3 <==> 1 MNXM70@MNXC3	rxn00406_c0	MNXR6493	5.1.1.9	kegg:D-Arginine and D-ornithine metabolism;kegg:Metabolic pathways	rhea:18069;rhea:18070;rhea:18071;rhea:18072;kegg:R00567;metacyc:ARGININE-RACEMASE-RXN;seed:rxn00406
R130C8FB7	1 MNXM13@MNXC3 + 1 MNXM28933@MNXC3 + 1 MNXM925@MNXC3 <-- 1 MNXM184@MNXC3 + 1 MNXM25221@MNXC3	rxn05348_c0	NA			
R1322E7EC	1 MNXM01@MNXC2 + 1 MNXM149014@MNXC2 <==> 1 MNXM01@MNXC3 + 1 MNXM149014@MNXC3	rxn05673_c0	MNXR90744			metacyc:TRANS-RXN-123
R133AB66A	1 MNXM11@MNXC3 + 1 MNXM90088@MNXC3 <==> 1 MNXM1@MNXC3 + 1 MNXM51@MNXC3 + 1 MNXM89588@MNXC3	rxn00700_c0	MNXR73710	2.7.7.34	kegg:Amino sugar and nucleotide sugar metabolism;kegg:Metabolic pathways;kegg:Starch and sucrose metabolism;metacyc:GDP-glucose biosynthesis	kegg:R00954;metacyc:2.7.7.34-RXN;seed:rxn00700
R135299A4	1 MNXM1064@MNXC3 + 1 MNXM13@MNXC3 + 1 MNXM2@MNXC3 + 1 MNXM8@MNXC3 <-- 1 MNXM10@MNXC3 + 2 MNXM1@MNXC3 + 1 MNXM4@MNXC3 + 1 MNXM6828@MNXC3	rxn04724_c0	MNXR60320	1.14.13.1	kegg:Degradation of aromatic compounds;kegg:Microbial metabolism in diverse environments;kegg:Naphthalene degradation	kegg:R06915;seed:rxn04724
R138F4301	1 MNXM1067@MNXC3 + 1 MNXM83@MNXC3 --> 1 MNXM11@MNXC3 + 1 MNXM1722@MNXC3	rxn03891_c0	MNXR69238	2.5.1.-		rhea:20836;rhea:20837;rhea:20838;rhea:20839;bigg:HEXTT;kegg:R05612;seed:rxn03891
R13BF81AA	1 MNXM13@MNXC3 + 1 MNXM345@MNXC3 <==> 1 MNXM153@MNXC3 + 1 MNXM4@MNXC3	rxn01827_c0	MNXR120	1.13.11.27	biopath:Degradation_of_L-Tyrosine;biopath:Derivatives_and_degradation_of_L-Phenylalanine_and_L-Tyrosine;biopath:Metabolism_of_Tyrosine_(extended,_without_L-Dopa);kegg:Metabolic pathways;kegg:Tyrosine metabolism;kegg:Ubiquinone and other terpenoid-quinone biosynthesis;metacyc:L-phenylalanine biosynthesis III (cytosolic, plants);metacyc:L-tyrosine degradation I;metacyc:plastoquinol-9 biosynthesis I;metacyc:vitamin E biosynthesis (tocopherols);upa:L-phenylalanine degradation	rhea:16189;rhea:16190;rhea:16191;rhea:16192;biopath:RXN00047;kegg:R02521;metacyc:4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN;reactome:R-ATH-71163;reactome:R-BTA-71163;reactome:R-CEL-71163;reactome:R-CFA-71163;reactome:R-DME-71163;reactome:R-DRE-71163;reactome:R-GGA-71163;reactome:R-HSA-71163;reactome:R-MMU-71163;reactome:R-OSA-71163;reactome:R-RNO-71163;reactome:R-SSC-71163;reactome:R-TGU-71163;reactome:R-XTR-71163;seed:rxn01827;upa:UCR02521;upa:UER00362
R13C5E577	1 MNXM161@MNXC3 + 1 MNXM22@MNXC3 + 1 MNXM84@MNXC3 <-- 1 MNXM2@MNXC3 + 1 MNXM366@MNXC3 + 1 MNXM4@MNXC3	rxn00208_c0	MNXR84084	1.4.3.5		bigg:PYAM5PO;seed:rxn00208
R13C632E8	1 MNXM13@MNXC3 + 1 MNXM1705@MNXC3 <-- 1 MNXM1@MNXC3 + 1 MNXM23@MNXC3 + 1 MNXM256@MNXC3	rxn00011_c0	MNXR73600	1.2.4.1;2.2.1.6;4.1.1.1	kegg:Biosynthesis of antibiotics;kegg:Biosynthesis of secondary metabolites;kegg:Citrate cycle (TCA cycle);kegg:Glycolysis / Gluconeogenesis;kegg:Microbial metabolism in diverse environments;kegg:Pyruvate metabolism;metacyc:RXN0-1134	bigg:PDHam1hi;bigg:PDHam1mi;kegg:R00014;metacyc:RXN-12583;seed:rxn00011;upa:UCR00014
R13F1E0C	1 MNXM2@MNXC3 + 1 MNXM90511@MNXC3 <==> 1 MNXM65309@MNXC3 + 1 MNXM91049@MNXC3	rxn09150_c0	MNXR69749	3.1.1.4		seed:rxn09150
R13FD2591	1 MNXM13@MNXC3 + 1 MNXM320@MNXC3 <==> 1 MNXM164@MNXC3 + 1 MNXM1@MNXC3	rxn00921_c0	MNXR7063	4.1.1.61	kegg:Aminobenzoate degradation;kegg:Degradation of aromatic compounds;kegg:Microbial metabolism in diverse environments	rhea:10876;rhea:10877;rhea:10878;rhea:10879;kegg:R01238;metacyc:4-HYDROXYBENZOATE-DECARBOXYLASE-RXN;seed:rxn00921
R143F1D5C	1 MNXM1024@MNXC3 + 1 MNXM6734@MNXC3 <==> 1 MNXM1@MNXC3 + 1 MNXM256@MNXC3 + 1 MNXM5034@MNXC3	rxn07431_c0	MNXR80306	1.2.4.4		seed:rxn07431
R145FB8D6	1 MNXM1119@MNXC3 + 1 MNXM123@MNXC3 <==> 1 MNXM1@MNXC3 + 2 MNXM61@MNXC3	rxn08703_c0	MNXR2930			seed:rxn08703
R1463504D	1 MNXM10@MNXC3 + 2 MNXM1@MNXC3 + 1 MNXM26@MNXC3 <-- 1 MNXM2@MNXC3 + 1 MNXM75@MNXC3 + 1 MNXM8@MNXC3	rxn00506_c0	MNXR657	1.2.1.3;1.2.1.5	biopath:Glycolysis_and_Gluconeogenesis_(extended);biopath:Reactions_of_Pyruvate_and_Phosphoenolpyruvate;kegg:Biosynthesis of antibiotics;kegg:Biosynthesis of secondary metabolites;kegg:Glycolysis / Gluconeogenesis;kegg:Metabolic pathways;kegg:Microbial metabolism in diverse environments;kegg:Pyruvate metabolism;metacyc:ethanol degradation II;metacyc:ethanol degradation IV;metacyc:hypotaurine degradation;metacyc:oxidative ethanol degradation III;upa:ethanol degradation	rhea:25294;rhea:25295;rhea:25296;rhea:25297;bigg:ALDD2x;bigg:ALDD2xm;biopath:RXN01270;kegg:R00710;metacyc:RXN66-3;seed:rxn00506;upa:UCR00710;upa:UER00768
R15A0D733	1 MNXM01@MNXC2 + 1 MNXM207@MNXC2 <==> 1 MNXM01@MNXC3 + 1 MNXM207@MNXC3	rxn05627_c0	MNXR3846			bigg:NO3t2;bigg:NO3t2pp;bigg:NO3t3;seed:rxn05627;seed:rxn10977;seed:rxn12431
R15A585E5	1 MNXM16@MNXC3 + 1 MNXM414@MNXC3 <==> 1 MNXM19@MNXC3 + 1 MNXM1@MNXC3 + 1 MNXM2152@MNXC3	rxn05005_c0	MNXR5475	2.1.1.107	biopath:Biosynthesis_of_Coenzyme_B12;biopath:Biosynthesis_of_Coenzyme_B12_and_conversion_of_Vitamin_B12_into_the_Coenzyme;biopath:Biosynthesis_of_Hemoglobin_and_Cyctochromes;biopath:Biosynthesis_of_Precorrin_from_5-Aminolevulinate;metacyc:RXN-13403;metacyc:cob(II)yrinate a,c-diamide biosynthesis I (early cobalt insertion);metacyc:cob(II)yrinate a,c-diamide biosynthesis II (late cobalt incorporation);metacyc:factor 430 biosynthesis;metacyc:siroheme biosynthesis	rhea:19089;rhea:19090;rhea:19091;rhea:19092;biopath:RXN00136;kegg:R07237;metacyc:UROPORIIIMETHYLTRANSA-RXN;seed:rxn05005
R15DF7064	1 MNXM111@MNXC2 <==> 1 MNXM111@BOUNDARY	EX_cpd10515_e0	MNXR2212			bigg:EX_fe2_e;bigg:FE2t;bigg:FE2tex;bigg:FE2th;bigg:FE2tpp;bigg:FE2utm;bigg:FEtm;metacyc:TRANS-RXN-8;reactome:R-BTA-904830;reactome:R-CFA-904830;reactome:R-DRE-904830;reactome:R-GGA-904830;reactome:R-HSA-904830;reactome:R-MMU-904830;reactome:R-RNO-904830;reactome:R-SSC-904830;reactome:R-TGU-904830;reactome:R-XTR-904830;seed:rxn08475;seed:rxn08476;seed:rxn10963;seed:rxn13286
R15EF1F18	1 MNXM12@MNXC3 + 1 MNXM9620@MNXC3 <-- 1 MNXM5741@MNXC3 + 1 MNXM66@MNXC3	rxn10205_c0	MNXR28662	2.3.1.15		seed:rxn10205
R16394420	1 MNXM11@MNXC3 + 1 MNXM47@MNXC3 <==> 1 MNXM121@MNXC3 + 1 MNXM1@MNXC3 + 1 MNXM340@MNXC3	rxn00293_c0	MNXR70013	2.7.7.23	biopath:Metabolism_of_Amino_sugars;kegg:Amino sugar and nucleotide sugar metabolism;kegg:Biosynthesis of antibiotics;kegg:Metabolic pathways;metacyc:UDP-N-acetyl-D-galactosamine biosynthesis II;metacyc:UDP-N-acetyl-D-glucosamine biosynthesis I;metacyc:UDP-N-acetyl-D-glucosamine biosynthesis II;metacyc:anhydromuropeptides recycling;upa:UDP-N-acetyl-alpha-D-glucosamine biosynthesis	rhea:13509;rhea:13510;rhea:13511;rhea:13512;bigg:UAGDP;biopath:RXN01274;kegg:R00416;metacyc:NAG1P-URIDYLTRANS-RXN;reactome:R-ATH-446204;reactome:R-BTA-446204;reactome:R-CEL-446204;reactome:R-CFA-446204;reactome:R-DDI-446204;reactome:R-DME-446204;reactome:R-DRE-446204;reactome:R-GGA-446204;reactome:R-HSA-446204;reactome:R-MMU-446204;reactome:R-OSA-446204;reactome:R-PFA-446204;reactome:R-RNO-446204;reactome:R-SCE-446204;reactome:R-SPO-446204;reactome:R-SSC-446204;reactome:R-TGU-446204;reactome:R-XTR-446204;seed:rxn00293;upa:UCR00416;upa:UER00533
R16810B53	1 MNXM2@MNXC3 + 1 MNXM90510@MNXC3 <==> 1 MNXM5464@MNXC3 + 1 MNXM56352@MNXC3	rxn09127_c0	MNXR80400	3.1.1.32		seed:rxn09127
R16AA0DCC	1 MNXM360@MNXC3 + 1 MNXM7@MNXC3 <==> 1 MNXM3@MNXC3 + 1 MNXM411@MNXC3	rxn01673_c0	MNXR69535	2.7.4.6	biopath:Biosynthesis_of_2'-Deoxyuridine-5'-phosphate;biopath:Conversion_and_degradation_of_Pyrimidine_nucleotides_and_bases;kegg:Metabolic pathways;kegg:Pyrimidine metabolism;metacyc:pyrimidine deoxyribonucleotide phosphorylation;metacyc:pyrimidine deoxyribonucleotides biosynthesis from CTP;metacyc:pyrimidine deoxyribonucleotides de novo biosynthesis I;metacyc:pyrimidine deoxyribonucleotides de novo biosynthesis III;metacyc:pyrimidine deoxyribonucleotides de novo biosynthesis IV;metacyc:superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	rhea:27678;rhea:27679;rhea:27680;rhea:27681;bigg:NDPK7;bigg:NDPK7m;bigg:NDPK7n;biopath:RXN00944;kegg:R02326;metacyc:DCDPKIN-RXN;seed:rxn01673
R16C9305E	1 MNXM12@MNXC3 + 1 MNXM4520@MNXC3 <==> 1 MNXM21@MNXC3 + 1 MNXM4519@MNXC3	rxn02199_c0	MNXR7792	2.3.1.28		rhea:18421;rhea:18422;rhea:18423;rhea:18424;kegg:R03065;metacyc:CHLORAMPHENICOL-O-ACETYLTRANSFERASE-RXN;seed:rxn02199
R16EF0E44	1 MNXM10@MNXC3 + 1 MNXM1213@MNXC3 + 1 MNXM13@MNXC3 <==> 1 MNXM759@MNXC3 + 1 MNXM8@MNXC3	rxn11663_c0	MNXR16307	1.1.1.262	upa:pyridoxine 5'-phosphate biosynthesis	rhea:32275;rhea:32276;rhea:32277;rhea:32278;kegg:R05837;metacyc:RXN-13179;seed:rxn11663;upa:UER00312
R16F602B8	1 MNXM11397@MNXC3 + 2 MNXM1@MNXC3 <==> 1 MNXM13@MNXC3 + 1 MNXM7307@MNXC3	rxn10235_c0	MNXR28692	4.1.1.65		seed:rxn10235
R16FBD0E6	1 MNXM199@MNXC3 + 1 MNXM20@MNXC3 <==> 1 MNXM238@MNXC3 + 1 MNXM89557@MNXC3	rxn00903_c0	MNXR32586	2.6.1.42;2.6.1.6	kegg:2-Oxocarboxylic acid metabolism;kegg:Biosynthesis of amino acids;kegg:Biosynthesis of antibiotics;kegg:Biosynthesis of secondary metabolites;kegg:Glucosinolate biosynthesis;kegg:Metabolic pathways;kegg:Pantothenate and CoA biosynthesis;kegg:Valine, leucine and isoleucine biosynthesis;kegg:Valine, leucine and isoleucine degradation;metacyc:L-alanine biosynthesis I;metacyc:L-valine biosynthesis;metacyc:L-valine degradation I;metacyc:L-valine degradation II;upa:L-valine biosynthesis	rhea:24813;rhea:24814;rhea:24815;rhea:24816;bigg:BCTA_val_h;bigg:BCTA_val_m;bigg:VALTA;bigg:VALTAim;kegg:R01214;metacyc:BRANCHED-CHAINAMINOTRANSFERVAL-RXN;seed:rxn00903;upa:UCR01214;upa:UER00062
R170AF0E5	1 MNXM10449@MNXC3 + 1 MNXM13@MNXC3 + 1 MNXM925@MNXC3 <-- 1 MNXM184@MNXC3 + 1 MNXM8194@MNXC3	rxn05417_c0	NA			
R171724AB	1 MNXM1183@MNXC3 + 1 MNXM282@MNXC3 <==> 1 MNXM1779@MNXC3 + 1 MNXM2@MNXC3	rxn02796_c0	MNXR6631	3.5.1.24;3.5.1.74	kegg:Primary bile acid biosynthesis	rhea:16309;rhea:16310;rhea:16311;rhea:16312;kegg:R03977;metacyc:CHENODEOXYCHOLOYLTAURINE-HYDROLASE-RXN;seed:rxn02796
R173C6447	1 MNXM1160@MNXC3 + 1 MNXM421@MNXC3 --> 1 MNXM11@MNXC3 + 1 MNXM965@MNXC3	rxn02201_c0	MNXR69004	2.5.1.15	biopath:Biosynthesis_of_Folate;biopath:Biosynthesis_of_Pterins;biopath:Biosynthesis_of_Tetrahydrofolate;kegg:Folate biosynthesis;kegg:Metabolic pathways;metacyc:tetrahydrofolate biosynthesis;upa:tetrahydrofolate biosynthesis	rhea:19949;rhea:19950;rhea:19951;rhea:19952;bigg:DHPS2;bigg:DHPS2_1;biopath:RXN00097;kegg:R03067;metacyc:H2PTEROATESYNTH-RXN;seed:rxn02201;upa:UCR03067;upa:UER00156
R175B9D20	1 MNXM1213@MNXC3 + 1 MNXM13@MNXC3 <-- 1 MNXM1979@MNXC3 + 1 MNXM1@MNXC3	rxn05116_c0	MNXR85587	1.1.1.262	kegg:Metabolic pathways;kegg:Vitamin B6 metabolism;metacyc:RXN-13179;metacyc:pyridoxal 5'-phosphate biosynthesis I	rhea:25139;rhea:25140;rhea:25141;rhea:25142;kegg:R07406;metacyc:RXN-8447;seed:rxn05116;upa:UCR07406
R1787E860	1 MNXM13@MNXC3 + 1 MNXM4389@MNXC3 + 1 MNXM84@MNXC3 <==> 2 MNXM1@MNXC3 + 1 MNXM2@MNXC3 + 1 MNXM4401@MNXC3	rxn03323_c0	MNXR93834			seed:rxn03323
R17AF74BF	1 MNXM123@MNXC3 + 1 MNXM212@MNXC3 <==> 1 MNXM19@MNXC3 + 1 MNXM2@MNXC3	rxn00141_c0	MNXR578	3.3.1.1		reactome:R-ATH-174401;reactome:R-BTA-174401;reactome:R-CEL-174401;reactome:R-CFA-174401;reactome:R-DDI-174401;reactome:R-DME-174401;reactome:R-DRE-174401;reactome:R-GGA-174401;reactome:R-HSA-174401;reactome:R-MMU-174401;reactome:R-OSA-174401;reactome:R-PFA-174401;reactome:R-RNO-174401;reactome:R-SCE-174401;reactome:R-SPO-174401;reactome:R-SSC-174401;reactome:R-TGU-174401;reactome:R-XTR-174401;seed:rxn00141
R17C640DD	1 MNXM13@MNXC3 + 1 MNXM31536@MNXC3 <==> 1 MNXM1@MNXC3 + 1 MNXM75116@MNXC3	rxn09202_c0	MNXR69806	4.1.1.65		bigg:PSD180;seed:rxn09202
R17D3205A	1 MNXM10@MNXC3 + 1 MNXM1@MNXC3 + 1 MNXM425@MNXC3 <==> 1 MNXM329@MNXC3 + 1 MNXM8@MNXC3	rxn01530_c0	MNXR4592	1.1.1.1;1.1.1.105	biopath:Biosynthesis_of_Retinol;biopath:Metabolism_of_Terpens,_Carotenoids,_and_Retinoids;biopath:Reactions_of_Retinol;kegg:Metabolic pathways;kegg:Retinol metabolism	rhea:21284;rhea:21285;rhea:21286;rhea:21287;bigg:RDH1;bigg:TRETINOLOR1;biopath:RXN01340;kegg:R02124;metacyc:RETINOL-DEHYDROGENASE-RXN;seed:rxn01530
R17E227F	1 MNXM1@MNXC3 + 1 MNXM56168@MNXC3 + 1 MNXM7@MNXC3 <-- 1 MNXM75132@MNXC3 + 1 MNXM857@MNXC3	rxn08712_c0	MNXR83108			bigg:HEPT3;seed:rxn08712
R17EABF9B	1 MNXM12@MNXC3 + 3 MNXM1@MNXC3 + 1 MNXM8026@MNXC3 <==> 1 MNXM5741@MNXC3 + 1 MNXM925@MNXC3	rxn05454_c0	MNXR53363	2.3.1.0		seed:rxn05454
R17EACFB	1 MNXM11@MNXC3 + 1 MNXM14@MNXC3 + 1 MNXM56353@MNXC3 <-- 1 MNXM12@MNXC3 + 3 MNXM1@MNXC3 + 1 MNXM3@MNXC3 + 1 MNXM56352@MNXC3	rxn09450_c0	MNXR80370	6.2.1.3		seed:rxn08453;seed:rxn09450
R17F1CEC1	1 MNXM2@MNXC3 + 1 MNXM40494@MNXC3 <==> 1 MNXM32@MNXC3 + 1 MNXM42@MNXC3	rxn12633_c0	MNXR63966	3.4.13.18		rhea:37267;rhea:37268;rhea:37269;rhea:37270;metacyc:RXN0-6975;seed:rxn12633
R17F3A914	1 MNXM1265@MNXC3 + 1 MNXM1@MNXC3 + 1 MNXM7@MNXC3 <-- 1 MNXM3@MNXC3 + 1 MNXM602@MNXC3	rxn01739_c0	MNXR4842	2.7.1.71	biopath:Biosynthesis_of_Chorismate;biopath:Biosynthesis_of_aromatic_amino_acids_(L-Phenylalanine,_L-Tyrosine,_L-Tryptophan)_and_of_quinone_cofactors;biopath:Pathway_of_Shikimate;kegg:Biosynthesis of amino acids;kegg:Biosynthesis of antibiotics;kegg:Biosynthesis of secondary metabolites;kegg:Metabolic pathways;kegg:Phenylalanine, tyrosine and tryptophan biosynthesis;metacyc:chorismate biosynthesis from 3-dehydroquinate;upa:chorismate biosynthesis	rhea:13121;rhea:13122;rhea:13123;rhea:13124;bigg:SHKK;bigg:SKK;biopath:RXN00448;kegg:R02412;metacyc:SHIKIMATE-KINASE-RXN;seed:rxn01739;upa:UCR02412;upa:UER00088
R184182FC	1 MNXM1058@MNXC3 <==> 1 MNXM446@MNXC3	rxn02345_c0	MNXR6494	5.1.2.3	kegg:Butanoate metabolism;kegg:Fatty acid degradation	rhea:21760;rhea:21761;rhea:21762;rhea:21763;kegg:R03276;metacyc:5.1.2.3-RXN;seed:rxn02345
