reac	R16AA0DCC	BC-t	enzy
reac	R16C9305E	BC-b	bidi
reac	R16C9305E	BC-p	asso
reac	R16C9305E	BC-t	enzy
reac	R16EF0E44	BC-b	bidi
reac	R16EF0E44	BC-p	asso
reac	R16EF0E44	BC-t	enzy
reac	R16F602B8	BC-b	bidi
reac	R16F602B8	BC-p	asso
reac	R16F602B8	BC-t	enzy
reac	R16FBD0E6	BC-b	bidi
reac	R16FBD0E6	BC-p	asso
reac	R16FBD0E6	BC-t	enzy
reac	R170AF0E5	BC-b	oned
reac	R170AF0E5	BC-p	asso
reac	R170AF0E5	BC-t	enzy
reac	R171724AB	BC-b	bidi
reac	R171724AB	BC-p	asso
reac	R171724AB	BC-t	enzy
reac	R173C6447	BC-b	oned
reac	R173C6447	BC-p	asso
reac	R173C6447	BC-t	enzy
reac	R175B9D20	BC-b	oned
reac	R175B9D20	BC-p	asso
reac	R175B9D20	BC-t	enzy
reac	R1787E860	BC-b	bidi
reac	R1787E860	BC-p	asso
reac	R1787E860	BC-t	enzy
reac	R17AF74BF	BC-b	bidi
reac	R17AF74BF	BC-p	asso
reac	R17AF74BF	BC-t	enzy
reac	R17C640DD	BC-b	bidi
reac	R17C640DD	BC-p	asso
reac	R17C640DD	BC-t	enzy
reac	R17D3205A	BC-b	bidi
reac	R17D3205A	BC-p	asso
reac	R17D3205A	BC-t	enzy
reac	R17E227F	BC-b	oned
reac	R17E227F	BC-p	asso
reac	R17E227F	BC-t	enzy
reac	R17EABF9B	BC-b	bidi
reac	R17EABF9B	BC-p	asso
reac	R17EABF9B	BC-t	enzy
reac	R17EACFB	BC-b	oned
reac	R17EACFB	BC-p	asso
reac	R17EACFB	BC-t	enzy
reac	R17F1CEC1	BC-b	bidi
reac	R17F1CEC1	BC-p	asso
reac	R17F1CEC1	BC-t	enzy
reac	R17F3A914	BC-b	oned
reac	R17F3A914	BC-p	asso
reac	R17F3A914	BC-t	enzy
reac	R184182FC	BC-b	bidi
reac	R184182FC	BC-p	asso
reac	R184182FC	BC-t	enzy
reac	R1869F0AB	BC-b	oned
reac	R1869F0AB	BC-p	asso
reac	R1869F0AB	BC-t	enzy
reac	R18C19F4	BC-b	bidi
reac	R18C19F4	BC-p	asso
reac	R18C19F4	BC-t	enzy
reac	R18C3E402	BC-b	oned
reac	R18C3E402	BC-p	asso
reac	R18C3E402	BC-t	enzy
reac	R18CA902E	BC-b	oned
reac	R18CA902E	BC-p	asso
reac	R18CA902E	BC-t	enzy
reac	R1902D8E2	BC-b	oned
reac	R1902D8E2	BC-p	asso
reac	R1902D8E2	BC-t	enzy
reac	R192B697D	BC-b	bidi
reac	R192B697D	BC-p	asso
reac	R192B697D	BC-t	enzy
reac	R19A156DE	BC-b	bidi
reac	R19A156DE	BC-p	orph
reac	R19A156DE	BC-t	boun
reac	R19C21CF3	BC-b	bidi
reac	R19C21CF3	BC-p	asso
reac	R19C21CF3	BC-t	enzy
reac	R19DC042B	BC-b	bidi
reac	R19DC042B	BC-p	asso
reac	R19DC042B	BC-t	enzy
reac	R19ED4844	BC-b	bidi
reac	R19ED4844	BC-p	asso
reac	R19ED4844	BC-t	enzy
reac	R1A193527	BC-b	bidi
reac	R1A193527	BC-p	asso
reac	R1A193527	BC-t	enzy
reac	R1A395D58	BC-b	oned
reac	R1A395D58	BC-p	asso
reac	R1A395D58	BC-t	enzy
reac	R1A40248A	BC-b	oned
reac	R1A40248A	BC-p	asso
reac	R1A40248A	BC-t	enzy
reac	R1A614730	BC-b	bidi
reac	R1A614730	BC-p	asso
reac	R1A614730	BC-t	enzy
reac	R1A9A9490	BC-b	bidi
reac	R1A9A9490	BC-p	asso
reac	R1A9A9490	BC-t	enzy
reac	R1AD7449F	BC-b	bidi
reac	R1AD7449F	BC-p	asso
reac	R1AD7449F	BC-t	enzy
reac	R1B03D80D	BC-b	bidi
reac	R1B03D80D	BC-p	asso
reac	R1B03D80D	BC-t	enzy
reac	R1B4C4947	BC-b	bidi
reac	R1B4C4947	BC-p	asso
reac	R1B4C4947	BC-t	enzy
reac	R1B9A4757	BC-b	bidi
reac	R1B9A4757	BC-p	asso
reac	R1B9A4757	BC-t	enzy
reac	R1BD00C68	BC-b	bidi
reac	R1BD00C68	BC-p	asso
reac	R1BD00C68	BC-t	enzy
reac	R1BD5CC72	BC-b	oned
reac	R1BD5CC72	BC-p	asso
reac	R1BD5CC72	BC-t	enzy
reac	R1BD8A58B	BC-b	bidi
reac	R1BD8A58B	BC-p	asso
reac	R1BD8A58B	BC-t	enzy
reac	R1BF4F271	BC-b	bidi
reac	R1BF4F271	BC-p	asso
reac	R1BF4F271	BC-t	enzy
reac	R1C260C6A	BC-b	oned
reac	R1C260C6A	BC-p	asso
reac	R1C260C6A	BC-t	enzy
reac	R1C603AE4	BC-b	oned
reac	R1C603AE4	BC-p	asso
reac	R1C603AE4	BC-t	enzy
reac	R1CA49BF6	BC-b	bidi
reac	R1CA49BF6	BC-p	asso
reac	R1CA49BF6	BC-t	enzy
reac	R1CAEBB71	BC-b	bidi
reac	R1CAEBB71	BC-p	asso
reac	R1CAEBB71	BC-t	enzy
reac	R1CE33852	BC-b	oned
reac	R1CE33852	BC-p	asso
reac	R1CE33852	BC-t	enzy
reac	R1D23990A	BC-b	bidi
reac	R1D23990A	BC-p	asso
reac	R1D23990A	BC-t	enzy
reac	R1D4F4F2	BC-b	bidi
reac	R1D4F4F2	BC-p	asso
reac	R1D4F4F2	BC-t	enzy
reac	R1D585BDD	BC-b	bidi
reac	R1D585BDD	BC-p	asso
reac	R1D585BDD	BC-t	enzy
reac	R1D645BD0	BC-b	bidi
reac	R1D645BD0	BC-p	asso
reac	R1D645BD0	BC-t	tran
reac	R1DB58FAD	BC-b	bidi
reac	R1DB58FAD	BC-p	asso
reac	R1DB58FAD	BC-t	enzy
reac	R1DF2BA20	BC-b	oned
reac	R1DF2BA20	BC-p	asso
reac	R1DF2BA20	BC-t	enzy
reac	R1DFE3AAF	BC-b	bidi
reac	R1DFE3AAF	BC-p	asso
reac	R1DFE3AAF	BC-t	enzy
reac	R1E93863E	BC-b	bidi
reac	R1E93863E	BC-p	asso
reac	R1E93863E	BC-t	enzy
reac	R1EBAE1B0	BC-b	bidi
reac	R1EBAE1B0	BC-p	asso
reac	R1EBAE1B0	BC-t	enzy
reac	R1EBB34B	BC-b	bidi
reac	R1EBB34B	BC-p	asso
reac	R1EBB34B	BC-t	enzy
reac	R1EFEE243	BC-b	bidi
reac	R1EFEE243	BC-p	asso
reac	R1EFEE243	BC-t	enzy
reac	R1F1614EE	BC-b	oned
reac	R1F1614EE	BC-p	asso
reac	R1F1614EE	BC-t	enzy
reac	R1F2ADD4D	BC-b	bidi
reac	R1F2ADD4D	BC-p	asso
reac	R1F2ADD4D	BC-t	enzy
reac	R1F36DEEE	BC-b	oned
reac	R1F36DEEE	BC-p	asso
reac	R1F36DEEE	BC-t	enzy
reac	R1F46F5C3	BC-b	bidi
reac	R1F46F5C3	BC-p	asso
reac	R1F46F5C3	BC-t	enzy
reac	R1F593800	BC-b	bidi
reac	R1F593800	BC-p	asso
reac	R1F593800	BC-t	enzy
reac	R1F73F81	BC-b	bidi
reac	R1F73F81	BC-p	asso
reac	R1F73F81	BC-t	enzy
reac	R1FCCE9B4	BC-b	bidi
reac	R1FCCE9B4	BC-p	asso
reac	R1FCCE9B4	BC-t	enzy
reac	R1FFDF741	BC-b	bidi
reac	R1FFDF741	BC-p	asso
reac	R1FFDF741	BC-t	enzy
reac	R201465D6	BC-b	bidi
reac	R201465D6	BC-p	asso
reac	R201465D6	BC-t	enzy
reac	R2020016A	BC-b	bidi
reac	R2020016A	BC-p	orph
reac	R2020016A	BC-t	boun
reac	R2029AD21	BC-b	bidi
reac	R2029AD21	BC-p	asso
reac	R2029AD21	BC-t	enzy
reac	R2092D848	BC-b	bidi
reac	R2092D848	BC-p	asso
reac	R2092D848	BC-t	enzy
reac	R20DADB12	BC-b	bidi
reac	R20DADB12	BC-p	asso
reac	R20DADB12	BC-t	tran
reac	R20F27F8B	BC-b	bidi
reac	R20F27F8B	BC-p	asso
reac	R20F27F8B	BC-t	enzy
reac	R20F94385	BC-b	bidi
reac	R20F94385	BC-p	asso
reac	R20F94385	BC-t	enzy
reac	R2100A240	BC-b	bidi
reac	R2100A240	BC-p	asso
reac	R2100A240	BC-t	enzy
reac	R2123A8A	BC-b	bidi
reac	R2123A8A	BC-p	asso
reac	R2123A8A	BC-t	enzy
reac	R2134447A	BC-b	bidi
reac	R2134447A	BC-p	asso
reac	R2134447A	BC-t	enzy
reac	R21523CA	BC-b	bidi
reac	R21523CA	BC-p	asso
reac	R21523CA	BC-t	tran
reac	R21709727	BC-b	oned
reac	R21709727	BC-p	asso
reac	R21709727	BC-t	enzy
reac	R21BAA724	BC-b	bidi
reac	R21BAA724	BC-p	orph
reac	R21BAA724	BC-t	boun
reac	R21F3DFF8	BC-b	bidi
reac	R21F3DFF8	BC-p	asso
reac	R21F3DFF8	BC-t	enzy
reac	R220698E9	BC-b	bidi
reac	R220698E9	BC-p	asso
reac	R220698E9	BC-t	enzy
reac	R22135C3D	BC-b	bidi
reac	R22135C3D	BC-p	asso
reac	R22135C3D	BC-t	enzy
reac	R2220C705	BC-b	oned
reac	R2220C705	BC-p	asso
reac	R2220C705	BC-t	tran
reac	R2248E321	BC-b	bidi
reac	R2248E321	BC-p	asso
reac	R2248E321	BC-t	enzy
reac	R226BBBB1	BC-b	bidi
reac	R226BBBB1	BC-p	asso
reac	R226BBBB1	BC-t	enzy
reac	R22B591B6	BC-b	bidi
reac	R22B591B6	BC-p	orph
reac	R22B591B6	BC-t	boun
reac	R22C9DD8D	BC-b	bidi
reac	R22C9DD8D	BC-p	asso
reac	R22C9DD8D	BC-t	enzy
reac	R22CB405D	BC-b	bidi
reac	R22CB405D	BC-p	asso
reac	R22CB405D	BC-t	enzy
reac	R22D94E64	BC-b	oned
reac	R22D94E64	BC-p	asso
reac	R22D94E64	BC-t	enzy
reac	R231CFDAF	BC-b	oned
reac	R231CFDAF	BC-p	asso
reac	R231CFDAF	BC-t	enzy
reac	R23259CD6	BC-b	bidi
reac	R23259CD6	BC-p	asso
reac	R23259CD6	BC-t	enzy
reac	R2350500D	BC-b	oned
reac	R2350500D	BC-p	asso
reac	R2350500D	BC-t	enzy
reac	R2352E49B	BC-b	bidi
reac	R2352E49B	BC-p	orph
reac	R2352E49B	BC-t	boun
reac	R238B1509	BC-b	bidi
reac	R238B1509	BC-p	asso
reac	R238B1509	BC-t	enzy
reac	R23B5E05B	BC-b	bidi
reac	R23B5E05B	BC-p	asso
reac	R23B5E05B	BC-t	enzy
reac	R23E009F4	BC-b	oned
reac	R23E009F4	BC-p	asso
reac	R23E009F4	BC-t	enzy
reac	R243773E7	BC-b	bidi
reac	R243773E7	BC-p	asso
reac	R243773E7	BC-t	enzy
reac	R2458B139	BC-b	oned
reac	R2458B139	BC-p	asso
reac	R2458B139	BC-t	enzy
reac	R25475DA9	BC-b	oned
reac	R25475DA9	BC-p	asso
reac	R25475DA9	BC-t	enzy
reac	R254A3425	BC-b	oned
reac	R254A3425	BC-p	asso
reac	R254A3425	BC-t	enzy
reac	R256C3C74	BC-b	bidi
reac	R256C3C74	BC-p	asso
reac	R256C3C74	BC-t	enzy
reac	R2579B3B7	BC-b	bidi
reac	R2579B3B7	BC-p	asso
reac	R2579B3B7	BC-t	enzy
reac	R25BDB5A6	BC-b	bidi
reac	R25BDB5A6	BC-p	asso
reac	R25BDB5A6	BC-t	enzy
reac	R25E6D1C5	BC-b	oned
reac	R25E6D1C5	BC-p	asso
reac	R25E6D1C5	BC-t	enzy
reac	R260D4132	BC-b	bidi
reac	R260D4132	BC-p	asso
reac	R260D4132	BC-t	enzy
reac	R26733A7A	BC-b	bidi
reac	R26733A7A	BC-p	asso
reac	R26733A7A	BC-t	tran
reac	R269DD0AE	BC-b	oned
reac	R269DD0AE	BC-p	asso
reac	R269DD0AE	BC-t	enzy
reac	R26F0C5C0	BC-b	bidi
reac	R26F0C5C0	BC-p	asso
reac	R26F0C5C0	BC-t	enzy
reac	R2701C9B5	BC-b	bidi
reac	R2701C9B5	BC-p	orph
reac	R2701C9B5	BC-t	boun
reac	R274F9E59	BC-b	bidi
reac	R274F9E59	BC-p	asso
reac	R274F9E59	BC-t	enzy
reac	R276A6E5E	BC-b	oned
reac	R276A6E5E	BC-p	asso
reac	R276A6E5E	BC-t	enzy
reac	R27A5E88F	BC-b	bidi
reac	R27A5E88F	BC-p	asso
reac	R27A5E88F	BC-t	enzy
reac	R27FCAEDC	BC-b	oned
reac	R27FCAEDC	BC-p	asso
reac	R27FCAEDC	BC-t	enzy
reac	R28491802	BC-b	oned
reac	R28491802	BC-p	asso
reac	R28491802	BC-t	enzy
reac	R284DE00E	BC-b	bidi
reac	R284DE00E	BC-p	asso
reac	R284DE00E	BC-t	enzy
reac	R28766662	BC-b	bidi
reac	R28766662	BC-p	asso
reac	R28766662	BC-t	enzy
reac	R2878F964	BC-b	bidi
reac	R2878F964	BC-p	asso
reac	R2878F964	BC-t	enzy
reac	R2891BB43	BC-b	bidi
reac	R2891BB43	BC-p	asso
reac	R2891BB43	BC-t	enzy
reac	R2895F94E	BC-b	bidi
reac	R2895F94E	BC-p	asso
reac	R2895F94E	BC-t	tran
reac	R28BB9D93	BC-b	bidi
reac	R28BB9D93	BC-p	asso
reac	R28BB9D93	BC-t	tran
reac	R28BF4A7E	BC-b	bidi
reac	R28BF4A7E	BC-p	asso
reac	R28BF4A7E	BC-t	enzy
reac	R28D60E0	BC-b	oned
reac	R28D60E0	BC-p	asso
reac	R28D60E0	BC-t	enzy
reac	R29011D12	BC-b	oned
reac	R29011D12	BC-p	asso
reac	R29011D12	BC-t	enzy
reac	R29827E0B	BC-b	oned
reac	R29827E0B	BC-p	asso
reac	R29827E0B	BC-t	enzy
reac	R29859874	BC-b	bidi
reac	R29859874	BC-p	asso
reac	R29859874	BC-t	enzy
reac	R29AE9A93	BC-b	oned
reac	R29AE9A93	BC-p	asso
reac	R29AE9A93	BC-t	enzy
reac	R2A11B101	BC-b	oned
reac	R2A11B101	BC-p	asso
reac	R2A11B101	BC-t	enzy
reac	R2A242E9B	BC-b	bidi
reac	R2A242E9B	BC-p	asso
reac	R2A242E9B	BC-t	enzy
reac	R2A2FFB1B	BC-b	oned
reac	R2A2FFB1B	BC-p	asso
reac	R2A2FFB1B	BC-t	enzy
reac	R2A308102	BC-b	bidi
reac	R2A308102	BC-p	asso
reac	R2A308102	BC-t	enzy
reac	R2A82C0A	BC-b	bidi
reac	R2A82C0A	BC-p	asso
reac	R2A82C0A	BC-t	enzy
reac	R2A9A552E	BC-b	bidi
reac	R2A9A552E	BC-p	asso
reac	R2A9A552E	BC-t	enzy
reac	R2AC56194	BC-b	oned
reac	R2AC56194	BC-p	asso
reac	R2AC56194	BC-t	enzy
reac	R2AF9864E	BC-b	bidi
reac	R2AF9864E	BC-p	asso
reac	R2AF9864E	BC-t	enzy
reac	R2B254C1B	BC-b	oned
reac	R2B254C1B	BC-p	asso
reac	R2B254C1B	BC-t	enzy
reac	R2B4EF9FA	BC-b	oned
reac	R2B4EF9FA	BC-p	asso
reac	R2B4EF9FA	BC-t	enzy
reac	R2B7097D0	BC-b	bidi
reac	R2B7097D0	BC-p	asso
reac	R2B7097D0	BC-t	enzy
reac	R2B745A10	BC-b	bidi
reac	R2B745A10	BC-p	asso
reac	R2B745A10	BC-t	tran
reac	R2BA47809	BC-b	bidi
reac	R2BA47809	BC-p	asso
reac	R2BA47809	BC-t	enzy
reac	R2BBCB8A6	BC-b	oned
reac	R2BBCB8A6	BC-p	asso
reac	R2BBCB8A6	BC-t	enzy
reac	R2BD308A5	BC-b	oned
reac	R2BD308A5	BC-p	asso
reac	R2BD308A5	BC-t	enzy
reac	R2BFF7B7	BC-b	oned
reac	R2BFF7B7	BC-p	asso
reac	R2BFF7B7	BC-t	enzy
reac	R2C1B4F67	BC-b	oned
reac	R2C1B4F67	BC-p	asso
reac	R2C1B4F67	BC-t	enzy
reac	R2C3615AB	BC-b	bidi
reac	R2C3615AB	BC-p	asso
reac	R2C3615AB	BC-t	enzy
reac	R2C58B6BE	BC-b	oned
reac	R2C58B6BE	BC-p	asso
reac	R2C58B6BE	BC-t	enzy
reac	R2C5FF235	BC-b	bidi
reac	R2C5FF235	BC-p	asso
reac	R2C5FF235	BC-t	enzy
reac	R2C6DBAA4	BC-b	bidi
reac	R2C6DBAA4	BC-p	asso
reac	R2C6DBAA4	BC-t	enzy
reac	R2C930A68	BC-b	bidi
reac	R2C930A68	BC-p	asso
reac	R2C930A68	BC-t	enzy
reac	R2CA2C0F9	BC-b	oned
reac	R2CA2C0F9	BC-p	asso
reac	R2CA2C0F9	BC-t	enzy
reac	R2CF50FF8	BC-b	bidi
reac	R2CF50FF8	BC-p	asso
reac	R2CF50FF8	BC-t	enzy
reac	R2D0B3D1D	BC-b	oned
reac	R2D0B3D1D	BC-p	asso
reac	R2D0B3D1D	BC-t	enzy
reac	R2D1824C6	BC-b	bidi
reac	R2D1824C6	BC-p	asso
reac	R2D1824C6	BC-t	enzy
reac	R2D3360AA	BC-b	oned
reac	R2D3360AA	BC-p	asso
reac	R2D3360AA	BC-t	tran
reac	R2D352823	BC-b	oned
reac	R2D352823	BC-p	asso
reac	R2D352823	BC-t	enzy
reac	R2D8A2DDA	BC-b	bidi
reac	R2D8A2DDA	BC-p	asso
reac	R2D8A2DDA	BC-t	tran
reac	R2D959E90	BC-b	oned
reac	R2D959E90	BC-p	asso
reac	R2D959E90	BC-t	enzy
reac	R2DA81553	BC-b	bidi
reac	R2DA81553	BC-p	asso
reac	R2DA81553	BC-t	enzy
reac	R2DF9EA9	BC-b	oned
reac	R2DF9EA9	BC-p	asso
reac	R2DF9EA9	BC-t	enzy
reac	R2E065B4A	BC-b	bidi
reac	R2E065B4A	BC-p	asso
reac	R2E065B4A	BC-t	enzy
reac	R2E0A3060	BC-b	oned
reac	R2E0A3060	BC-p	asso
reac	R2E0A3060	BC-t	enzy
reac	R2E131538	BC-b	oned
reac	R2E131538	BC-p	asso
reac	R2E131538	BC-t	enzy
reac	R2E7E8AF4	BC-b	bidi
reac	R2E7E8AF4	BC-p	asso
reac	R2E7E8AF4	BC-t	enzy
reac	R2EA04D95	BC-b	bidi
reac	R2EA04D95	BC-p	orph
reac	R2EA04D95	BC-t	boun
reac	R2EE43E29	BC-b	oned
reac	R2EE43E29	BC-p	asso
reac	R2EE43E29	BC-t	enzy
reac	R2F21D17B	BC-b	bidi
reac	R2F21D17B	BC-p	asso
reac	R2F21D17B	BC-t	enzy
reac	R2F279170	BC-b	oned
reac	R2F279170	BC-p	asso
reac	R2F279170	BC-t	enzy
reac	R2F3D75DD	BC-b	bidi
reac	R2F3D75DD	BC-p	asso
reac	R2F3D75DD	BC-t	enzy
reac	R2F43B2D2	BC-b	oned
reac	R2F43B2D2	BC-p	asso
reac	R2F43B2D2	BC-t	enzy
reac	R2F612D4A	BC-b	bidi
reac	R2F612D4A	BC-p	asso
reac	R2F612D4A	BC-t	enzy
reac	R2F6E9264	BC-b	bidi
reac	R2F6E9264	BC-p	asso
reac	R2F6E9264	BC-t	enzy
reac	R2FBEFD7C	BC-b	bidi
reac	R2FBEFD7C	BC-p	asso
reac	R2FBEFD7C	BC-t	enzy
reac	R2FD92936	BC-b	oned
reac	R2FD92936	BC-p	asso
reac	R2FD92936	BC-t	enzy
reac	R2FDC1F22	BC-b	oned
reac	R2FDC1F22	BC-p	asso
reac	R2FDC1F22	BC-t	enzy
reac	R2FED05A7	BC-b	bidi
reac	R2FED05A7	BC-p	asso
reac	R2FED05A7	BC-t	enzy
reac	R2FF6DBB2	BC-b	bidi
reac	R2FF6DBB2	BC-p	asso
reac	R2FF6DBB2	BC-t	enzy
reac	R30114C9D	BC-b	bidi
reac	R30114C9D	BC-p	asso
reac	R30114C9D	BC-t	enzy
reac	R304892D8	BC-b	oned
reac	R304892D8	BC-p	asso
reac	R304892D8	BC-t	enzy
reac	R30517FB7	BC-b	bidi
reac	R30517FB7	BC-p	asso
reac	R30517FB7	BC-t	enzy
reac	R30865333	BC-b	bidi
reac	R30865333	BC-p	asso
reac	R30865333	BC-t	enzy
reac	R30B876E7	BC-b	bidi
reac	R30B876E7	BC-p	asso
reac	R30B876E7	BC-t	tran
reac	R30BB8F90	BC-b	bidi
reac	R30BB8F90	BC-p	asso
reac	R30BB8F90	BC-t	enzy
reac	R30F04FA7	BC-b	bidi
reac	R30F04FA7	BC-p	asso
reac	R30F04FA7	BC-t	enzy
reac	R3110BD4B	BC-b	bidi
reac	R3110BD4B	BC-p	asso
reac	R3110BD4B	BC-t	enzy
reac	R323431D8	BC-b	bidi
reac	R323431D8	BC-p	asso
reac	R323431D8	BC-t	enzy
reac	R32A608F3	BC-b	oned
reac	R32A608F3	BC-p	asso
reac	R32A608F3	BC-t	enzy
reac	R32BD8068	BC-b	oned
reac	R32BD8068	BC-p	asso
reac	R32BD8068	BC-t	enzy
reac	R32E46A1B	BC-b	bidi
reac	R32E46A1B	BC-p	asso
reac	R32E46A1B	BC-t	enzy
reac	R3302DEB2	BC-b	oned
reac	R3302DEB2	BC-p	asso
reac	R3302DEB2	BC-t	enzy
reac	R333FFD63	BC-b	oned
reac	R333FFD63	BC-p	asso
reac	R333FFD63	BC-t	enzy
reac	R33B57111	BC-b	bidi
reac	R33B57111	BC-p	orph
reac	R33B57111	BC-t	boun
reac	R33E77D06	BC-b	bidi
reac	R33E77D06	BC-p	orph
reac	R33E77D06	BC-t	boun
reac	R346C3A71	BC-b	bidi
reac	R346C3A71	BC-p	asso
reac	R346C3A71	BC-t	enzy
reac	R347F95B2	BC-b	oned
reac	R347F95B2	BC-p	asso
reac	R347F95B2	BC-t	enzy
reac	R34875B92	BC-b	bidi
reac	R34875B92	BC-p	asso
reac	R34875B92	BC-t	enzy
reac	R350CA4	BC-b	oned
reac	R350CA4	BC-p	asso
reac	R350CA4	BC-t	enzy
reac	R352119C8	BC-b	bidi
reac	R352119C8	BC-p	asso
reac	R352119C8	BC-t	enzy
reac	R354D1747	BC-b	oned
reac	R354D1747	BC-p	asso
reac	R354D1747	BC-t	enzy
reac	R35749FE2	BC-b	bidi
reac	R35749FE2	BC-p	asso
reac	R35749FE2	BC-t	enzy
reac	R35B5C04C	BC-b	bidi
reac	R35B5C04C	BC-p	orph
reac	R35B5C04C	BC-t	boun
reac	R35C13EF7	BC-b	bidi
reac	R35C13EF7	BC-p	asso
reac	R35C13EF7	BC-t	enzy
reac	R35D273CF	BC-b	bidi
reac	R35D273CF	BC-p	asso
reac	R35D273CF	BC-t	enzy
reac	R360089E8	BC-b	oned
reac	R360089E8	BC-p	asso
reac	R360089E8	BC-t	enzy
reac	R3625E468	BC-b	oned
reac	R3625E468	BC-p	asso
reac	R3625E468	BC-t	enzy
reac	R3662C7FC	BC-b	bidi
reac	R3662C7FC	BC-p	asso
reac	R3662C7FC	BC-t	enzy
reac	R36A10DE8	BC-b	oned
reac	R36A10DE8	BC-p	asso
reac	R36A10DE8	BC-t	enzy
reac	R36C2012	BC-b	oned
reac	R36C2012	BC-p	asso
reac	R36C2012	BC-t	enzy
reac	R3736D948	BC-b	oned
reac	R3736D948	BC-p	asso
reac	R3736D948	BC-t	enzy
reac	R376B95D9	BC-b	oned
reac	R376B95D9	BC-p	asso
reac	R376B95D9	BC-t	enzy
